Repository,Forks,additions,Deletions,Total,Messages 
FLOP,0,4,4,8,Updated Specification magic number
FLOP,0,2,2,4,Updated README.md
FLOP,0,545,0,545,Added FLOPAdd (for adding files) and FLOPInit (for creating a new drive)
FLOP,0,41,55,96,Styled the menu
FLOP,0,4,3,7,updated example floppy's contents
FLOP,0,2,3,5,cleaning
FLOP,0,51,65,116,fixed everything
FLOP,0,183,41,224,Progress....
FLOP,0,1,1,2,Updated spec
FLOP,0,12,7,19,cleaning
FLOP,0,739,0,739,Initial commit
dfuw-ahk,0,14,0,14,Adding simple script to stop accidental minimizing
dfuw-ahk,0,3,3,6,Typo.
dfuw-ahk,0,4,2,6,added trueshot to skirmisher bindings.
dfuw-ahk,0,2,2,4,Speculative fix for lag causing ignored presses.
dfuw-ahk,0,2,3,5,"Fixed blind change that was bad, adjusted bindings."
dfuw-ahk,0,3,0,3,Added change to tame AHK a bit.
dfuw-ahk,0,4,1,5,Fixed primalist delay bug.
dfuw-ahk,0,19,18,37,Tweaked primalist spells more.
dfuw-ahk,0,17,2,19,Adding a few primalist bind tweaks
dfuw-ahk,0,75,4,79,Added primalist bindings.
dfuw-ahk,0,37,0,37,Added primalist skills
dfuw-ahk,0,1,0,1,Added key conversion to Keyboard.getDown()
dfuw-ahk,0,39,44,83,Removed pointless distinction from Binding()
dfuw-ahk,0,4,9,13,Maelstrom was inaccessible too... bah
dfuw-ahk,0,11,16,27,Explosive Arrow is now accessible.  Woops :)
dfuw-ahk,0,16,2,18,Added role swap ability
dfuw-ahk,0,4,3,7,Small mistake Role ==> RoleType
dfuw-ahk,0,287,131,418,"Updated bindings, and framework, warrior ready."
dfuw-ahk,0,16,2,18,Updating readme.
dfuw-ahk,0,20,21,41,Comment tweaks
dfuw-ahk,0,221,186,407,Refactoring file hierarchy.
dfuw-ahk,0,112,79,191,"Added more skills, finished creating class-bindsStill need to actually come up with bindings for other classes, andalso bindings for changing the active class."
dfuw-ahk,0,1,1,2,Updating dfuw-icons submodule.
dfuw-ahk,0,17,14,31,Fixed bug to do with autohotkey being retarded.
dfuw-ahk,0,178,96,274,"Handled more skills more correctly, untested."
dfuw-ahk,0,5,2,7,"Fixed retarded bug in framework, added salvo bind."
dfuw-ahk,0,2,2,4,"Oops, extra () breaking things!"
dfuw-ahk,0,12,2,14,"Bugfixes, and making darkfall not always on top"
dfuw-ahk,0,132,32,164,"Updated skills/hotkeys to have more metadata.This is untested."
dfuw-ahk,0,1,0,1,Updated readme to mention icons
shotwell,0,1,1,2,"oauth: Use real time for nonceNot the monotonic time"
shotwell,0,9,17,26,Remove some simple TimeVal deprecations
shotwell,0,1,1,2,test: Return image_id after upload
shotwell,0,11,5,16,test: Use strings everywhere
shotwell,0,1,0,1,test: Fix missing content-length header for CGI parser
shotwell,0,2,3,5,thumbnailer: Explicitly set stdout to binary
shotwell,0,212,185,397,Update Ukrainian translation
shotwell,0,166,151,317,Update Indonesian translation
shotwell,0,1,1,2,flatpak: Fix oauth download url
shotwell,0,6,4,10,"flatpak: Use official sourceforge download urlsAccording to https://sourceforge.net/p/forge/documentation/Downloading%20files%20via%20the%20command%20line/"
shotwell,0,16,17,33,"Merge branch 'joe/doc_update' into 'master'Documentation UpdateSee merge request GNOME/shotwell!31"
shotwell,0,16,17,33,Documentation Update
shotwell,0,18,33,51,Port thumbnailer spawning code to Subprocess
shotwell,0,179,162,341,Updated Spanish translation
shotwell,0,177,161,338,Update Polish translation
shotwell,0,2,0,2,Update POTFILES.in and POTFILES.skip
shotwell,0,176,163,339,Update Swedish translation
shotwell,0,86,3,89,"Allow rating to be uploaded via piwigo publish- option in piwigo publish pane to control uploading of rating"
shotwell,0,120,111,231,Extract DiscoveredCamera into own file
shotwell,0,28,36,64,Pass DetectedCamera around instead of its members
shotwell,0,33,29,62,Unify mount point detection
shotwell,0,73,85,158,Refactor camera detection
shotwell,0,33,5,38,"thumbnailer: Respect video directionUnfortunately this only works for newly imported videos for now,re-imported thumbnails will be cropped to the original orientationFixes #202"
shotwell,0,2,9,11,Updated Spanish translation
shotwell,0,7,8,15,Update Catalan translation
shotwell,0,14,22,36,Update Catalan translation
shotwell,0,1,1,2,"tumblr: Fix publishing urlWas caused by switching to https a while agoFixes #196"
shotwell,0,1,1,2,Replace deprecated string function
shotwell,0,7,1,8,"Use %OB in date/time choose if availableFollow what Gtk does in the GtkDateTimeChoser"
shotwell,0,4,4,8,flatpak: Update checksum / size for deploy.prototxt
pinspect,0,33,18,51,introduce glue that disappears when we group things
pinspect,0,73,31,104,prototyped pretty printer for list and docentities
pinspect,0,31,14,45,bugfix s(); fix WInspect.list
pinspect,0,46,16,62,Fixed a bunch of errors in the document algebra. Stuff works.
pinspect,0,59,3,62,finished implementation of Wadler/Hughes algebra
pinspect,0,69,1,70,started implementing wadler/hughes document algebra
pinspect,0,14,10,24,print and flatten in doclist.ex
pinspect,0,2,1,3,help elixir compiler optimize list comprehension
pinspect,0,5,5,10,fix misleading moduledoc
pinspect,0,28,0,28,doclist.ex
pinspect,0,6,85,91,"remove copypaste, keep the frequency clear."
pinspect,0,123,2,125,"atom printer, bitstring printer"
pinspect,0,50,3,53,proper escaping; string split algo bugfix
pinspect,0,3,8,11,remove offset from bitstring printer. really shouldnt be there
pinspect,0,3,5,8,<> formatting
pinspect,0,17,4,21,defimpl for bitstring; make last string possibly shortest
pinspect,0,18,1,19,utils; utils.string_split
pinspect,0,32,0,32,placeholders
pinspect,0,9,1,10,protocol
pinspect,0,17,0,17,makefile
pinspect,0,35,0,35,mix new
pinspect,0,4,0,4,Initial commit
north-american-scum,0,0,63,63,remove data
north-american-scum,0,82,0,82,initial thoughts on structure
north-american-scum,0,4,0,4,Initial commit
Smalltalk-Design-Patterns-Assignments,0,3,1,4,updated readme for HW4
Smalltalk-Design-Patterns-Assignments,0,54,17,71,added depndency
Smalltalk-Design-Patterns-Assignments,0,73,3,76,doing writeup
Smalltalk-Design-Patterns-Assignments,0,1,1,2,implemented favorite track by top fans knowledge source
Smalltalk-Design-Patterns-Assignments,0,1,1,2,implementing favorite track by top fans knowledge source
Smalltalk-Design-Patterns-Assignments,0,1,1,2,implementing favorite tracks by top fan knowledge source
Smalltalk-Design-Patterns-Assignments,0,1,1,2,implementing similar listener count knowledge source
Smalltalk-Design-Patterns-Assignments,0,1,1,2,implementing similar listener count knowledge source
Smalltalk-Design-Patterns-Assignments,0,1,1,2,implementing controller loop
Smalltalk-Design-Patterns-Assignments,0,16,1,17,implementing controller loop
Smalltalk-Design-Patterns-Assignments,0,1,1,2,implementing controller loop
Smalltalk-Design-Patterns-Assignments,0,1,1,2,implementing controller loop
Smalltalk-Design-Patterns-Assignments,0,1,1,2,implementing controller loop
Smalltalk-Design-Patterns-Assignments,0,2,2,4,implemented similar artists knowledge source
Smalltalk-Design-Patterns-Assignments,0,2,2,4,implemented similar track knowledge source
Smalltalk-Design-Patterns-Assignments,0,2,2,4,back up some small changes
Smalltalk-Design-Patterns-Assignments,0,2,1,3,"implementing setup of blackboard, controller, and knowledge sources"
Smalltalk-Design-Patterns-Assignments,0,1,1,2,"implemented prompt user for starting track, parse xml into track, some other blackboard functionality"
Smalltalk-Design-Patterns-Assignments,0,1,1,2,"implemented wrapper for authenticated, parameterizable lastfm query urls"
Smalltalk-Design-Patterns-Assignments,0,4,0,4,begin implementation of deliverable3
Smalltalk-Design-Patterns-Assignments,0,2,2,4,"basically implemented, but having thread problems with Transcript"
Smalltalk-Design-Patterns-Assignments,0,16,0,16,beginning hw4 mvc
Smalltalk-Design-Patterns-Assignments,0,0,39,39,removed hidden directory
Smalltalk-Design-Patterns-Assignments,0,1,1,2,updated readme
Smalltalk-Design-Patterns-Assignments,0,2,2,4,updated readme
Smalltalk-Design-Patterns-Assignments,0,1,1,2,added citation of smalltalk custom sortBlock for priority queue reference
Smalltalk-Design-Patterns-Assignments,0,1,1,2,moved truck speed to PlacabilityVisitor class instead of instance
Smalltalk-Design-Patterns-Assignments,0,1,1,2,updated test cases to be aware of previous change to implementation
Smalltalk-Design-Patterns-Assignments,0,1,1,2,moved a little functionality from the OrderCreatorFilter to the PrepareForPickVisitor where it belongs
Smalltalk-Design-Patterns-Assignments,0,3,3,6,"updated readme, changed a variable name"
jingle_jangle,0,102,153,255,Refactored to eliminate duplicate code
jingle_jangle,0,619,0,619,Add LICENSE
jingle_jangle,0,34,0,34,Added README
jingle_jangle,0,195,0,195,Primordial commit
gputools,33,0,49,49,extern C no longer needed for cuda
gputools,33,60,26,86,use lowered names
gputools,33,10,7,17,gpuLsfit and gpuQr bugfixes
gputools,33,0,5,5,accentally left warn in configure
gputools,33,3,25,28,no need to expose kernels to other files
gputools,33,1,29,30,cudaLaunch cleanup
gputools,33,397,420,817,loadable compile once nvrtc implementation
gputools,33,1507,2042,3549,fix for default cuda dirs
gputools,33,2139,1897,4036,"Revert ""configure default cuda dirs""This reverts commit 228ef581fb390ab3d7d7d950169fd7b53ffd4b73."
gputools,33,1911,2153,4064,configure default cuda dirs
gputools,33,2030,1467,3497,configure.ac bugs
gputools,33,132,0,132,some macos adjustments
gputools,33,16,16,32,corrected #include problem
gputools,33,1729,793,2522,convert to straight cpp in src dir
gputools,33,1166,1074,2240,switch qrdecomp to nvrtc
gputools,33,334,267,601,convert mi to nvrtc
gputools,33,613,547,1160,convert granger to nvrtc
gputools,33,642,672,1314,converted hcluster to nvrtc
gputools,33,1,1,2,remove __host__ from correlation
gputools,33,968,915,1883,convert distance to nvrtc
gputools,33,3997,10,4007,Merge branch 'master' into sans_nvcc
gputools,33,9,9,18,fixed distance null free
gputools,33,1172,1071,2243,use nvrtc for correlation
gputools,33,3988,1,3989,try to support install_github
gputools,33,11,16,27,more fixes for macos linking
gputools,33,0,0,0,Merge branch 'master' of https://github.com/nullsatz/gputools
gputools,33,18,6,24,fixes for macos linking
gputools,33,2,2,4,"Revert ""-lcuda does not seem to be needed""This reverts commit ea8604858ea3215328bd29b5c42aa02b653a746c."
gputools,33,2,2,4,-lcuda does not seem to be needed
gputools,33,2,1,3,attempt a fix for darwin
pixelboard,1,6,0,6,adding readme
pixelboard,1,229,250,479,moving the via a little bit
pixelboard,1,7,7,14,labels reversed
pixelboard,1,862,425,1287,changing to old version
pixelboard,1,32718,13106,45824,"adding polarity indicator, using older format"
pixelboard,1,18142,0,18142,adding pixelboard64
pixelboard,1,674,0,674,initial commit of onepixel
TAO-GL,0,8,5,13,Saving work.
TAO-GL,0,53847,0,53847,"Added Specification files.Added to the documentation directory are the .spec files fromhttp://www.OpenGL.org"
TAO-GL,0,577,125,702,"Prior major change backup point.Check-in files before major overhaul of layout, namely making the typesfor the subprogram-parameters dependent on the generic."
TAO-GL,0,2080,11,2091,Inital Commit for GLUT.
TAO-GL,0,3,0,3,Initial Commit
TAO-GL,0,8459,0,8459,Initial Commit
beatbox,1,5,3,8,Made the app compilable against newest libraries
beatbox,1,2,1,3,Edited README
beatbox,1,180227,0,180227,"Initial commit.See previous commit and project history at launchpad.net/beat-boxHave not worked on project in 4+ months.Project is currently in a fragile state."
books,1,100733,0,100733,updates
books,1,1542,0,1542,understanding es6
books,1,895,2,897,updates
books,1,208,13,221,updates
books,1,5422,0,5422,updates
books,1,175,0,175,ch2 ocaml
books,1,443,0,443,more erlang practice and new ocaml book
books,1,1700,0,1700,moving to seperate repo
Tiny-AVR-Programmer,21,1,1,2,Edit
Tiny-AVR-Programmer,21,1,1,2,"Update License SectionAdd forum link"
Tiny-AVR-Programmer,21,2,3,5,"Updat Licensingremove TS email... add forum link"
Tiny-AVR-Programmer,21,87,4,91,Cleaning up repository
Tiny-AVR-Programmer,21,6098,15873,21971,Fixing file merge conflicts
Tiny-AVR-Programmer,21,3,2,5,Adding version number to schematic
Tiny-AVR-Programmer,21,861,0,861,Added signed Windows drivers
Tiny-AVR-Programmer,21,77,257,334,"Revert ""Modifies the new 6-pin SIP to be more compatible with an FTDI.""This reverts commit e9ce5eee6c851359ce4a9d7fdec24ce809564be4."
Tiny-AVR-Programmer,21,0,5841,5841,"Revert ""Panel Created""This reverts commit 09fbf32834caab243eb0e1dba20c0eff250af01e."
Tiny-AVR-Programmer,21,5841,0,5841,"Panel CreatedPanel created in Production folder, Panels folder..."
Tiny-AVR-Programmer,21,257,77,334,"Modifies the new 6-pin SIP to be more compatible with an FTDI.The new pin out should allow MOSI and MISO to bit-bang serial andcommunicate over an FTDI connection for serial debuggin."
Tiny-AVR-Programmer,21,0,16813,16813,"Going to new conventions.Remove extra eagle backup files. Remove version from eagle files (letgithub do versioning). Moved test bed files into production folder."
Tiny-AVR-Programmer,21,22,0,22,Added gitattributes
Tiny-AVR-Programmer,21,6,1,7,Updated readme.
Tiny-AVR-Programmer,21,56,45,101,Updated comments on schematic.
Tiny-AVR-Programmer,21,44106,0,44106,"Pushed v1.2 of board. Added 6-pin SIP to edge of board.General PCB squishing. Not sure if the edge-mount USB will have enoughroom near the mounting holes. Need to run proto."
Tiny-AVR-Programmer,21,4,0,4,Initial commit
ld-decode,37,74,20,94,"Add commandline options for padding, and data output. (#717)* Remove ellipsis from ""Reload TBC"" optionEllipses mean there's a dialogue box, and in this case there isn't.* Add commandline option --pad. Add param on commandline to specify data output.These work in non-interactive mode, too.* Refactor main window error dialogues into common methodThis also means that error messages and warnings can be printedbut not displayed in a dialogue if nonInteractive==true."
ld-decode,37,42,32,74,"Handle open failures in ld-analyse more gracefully (#725)* Hide the busy dialogue before showing the error dialogue.This looks a bit neater.* Whitespace fix.* When loading fails, don't try to do anything with the metadata.If either of the two error conditions has occurred here, then the sourcemetadata will be invalid and there's no need to do the rest of theprocessing on it (and indeed this now trips an assert).* Use TbcSource::lastLoadError in the loading error dialogue.This message wasn't being used before -- it's helpful because itexplains a bit more about what's gone wrong."
ld-decode,37,17,4,21,"Clear LdDecodeMetaData contents before reading a file. (#723)ld-analyse reuses the same object when you reload a file, which failedbecause the existing metadata and fields were still present."
ld-decode,37,1462,3533,4995,"Merge pull request #721 from atsampson/jsonioReplace JsonWax with an event-based parser"
ld-decode,37,8,8,16,Take metadata objects by const reference in more places.
ld-decode,37,1178,3341,4519,"Replace JsonWax with an event-based parser.Previously LdDecodeMetaData stored the metadata internally usingJsonWax's tree representation, which is very inefficient -- it doesn'tknow the types of any of the data -- and made both parsing and doingoperations on it very expensive.The TBC library now includes JsonReader and JsonWriter, which provide avery simple event-based JSON parser. (It doesn't handle \u escapesbecause that means doing gymnastics with UTF-8 encoding, but given howlittle ld-decode uses strings this is probably not a problem for now.)LdDecodeMetaData now reads data directly into the structures that thetools use. In particular, there is now a vector of Field objects whichare returned by const reference, rather than having it laboriouslyconstruct a Field from the JSON data every time it's requested.The only downside of this is that LdDecodeMetaData can no longerpreserve members in JSON objects that it doesn't know about.For a typical CLV disc, testmetadata now takes 1.1s rather than 7.1s."
ld-decode,37,46,46,92,Sort library file lists.
ld-decode,37,4,0,4,"Add missing #include <QFileInfo> and <QDataStream>.Previously these were being pulled in by jsonwax."
ld-decode,37,27,27,54,Initialise all fields in the metadata structs.
ld-decode,37,24,39,63,"Use C++11 default member initialisers in metadata structs.This makes it clearer what is and isn't being initialised."
ld-decode,37,0,7,7,Remove unused struct MetaData.
ld-decode,37,20,33,53,"Inline and constify more of the DropOuts methods.The code that processes dropouts tends to make lots of calls to these,so opportunities to inline them are probably worthwhile..."
